"","species_name","algorithms","scale_models","consensus_level","which_models","mean_th_par","uncertainty"
"1","L_longipalpis","bioclim-brt-glm-maxent-rf-svmk","yes",NA,"raw_mean-raw_mean_th","spec_sens","no"
