unique.id,cited.species,gender,considered.species,country,admin2,admin3,locality,col.start.year,col.finish.year,1.year.monthly?,lon_orig,lat_orig,mun_geocod,mun_lon,mun_lat,area.mun.km,lon_dec,lat_dec,coord.prec,loc_type_wieczorek,fonte das coordenadas,ref,obs,n
112,L. whitmani,,L_whitmani,Argentina,Misiones,Martires,Farms,2006,,0,55º 24’W,27º 26’S,,,,,-55.4083,-27.4416,2,,,Salomón et al. 2008c,Coordinates given,
113,L. intermedia,,L_neivai,Argentina,Misiones,Mártires,,1993,,,,,,,,,-55.93059,-27.40543,3,,,Salomón et al. 2002b,Map with collection sites,
114,L. intermedia,,L_neivai,Argentina,Misiones,Montecarlo,,1993,,,,,,,,,-54.7764,-26.5705,3,,,Salomón et al. 2002b,Map with collection sites,
115,L. longipalpis,,L_longipalpis,Argentina,Misiones,Posadas,casas na cidade (ver mapa no artigo),2007,,0,55◦53_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0005_W,27◦23_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0005_S,,,,,-55.90527,-27.38333,2,,Salomón et al. 2008c,Fernandez et al. 2010,,
116,L. longipalpis,,L_longipalpis,Argentina,Misiones,Posadas,casas na cidade (ver mapa no artigo),2007,,0,,,,,,,-55.90527,-27.38333,2,,Salomón et al. 2008c,Fernandez et al. 2013,,
117,L. longipalpis,,L_longipalpis,Argentina,Misiones,Posadas,House of VL human case,2006,,0,55º 54’ 19”W,27º 23’ 00”S,,,,,-55.90527,-27.38333,1,coordinates,Cited in ref,Salomón et al. 2008c,Coordinates given,
118,L. longipalpis,,L_longipalpis,Argentina,Misiones,Posadas,Peridomicilios na periferia e área urbana,2009,2009,0,55º57.811 W,27º24.404 S,,,,,-55.963517,-27.406733,1,coordinates,Cited in ref,Acardi et al. 2010,,
119,L. longipalpis,,L_longipalpis,Argentina,Misiones,Posadas,Peridomicilios na periferia e área urbana,2009,2009,0,55º56.884 W,27º24.045 S,,,,,-55.948067,-27.40075,1,coordinates,Cited in ref,Acardi et al. 2010,,
120,L. longipalpis,,L_longipalpis,Argentina,Misiones,Posadas,Peridomicilios na periferia e área urbana,2009,2009,0,55º56.724 W,27º23.012 S,,,,,-55.94539,-27.383541,1,coordinates,Cited in ref,Acardi et al. 2010,,
121,L. longipalpis,,L_longipalpis,Argentina,Misiones,Posadas,Peridomicilios na periferia e área urbana,2009,2009,0,55º56.667 W,27º23.001 S,,,,,-55.94445,-27.38335,1,coordinates,Cited in ref,Acardi et al. 2010,,
122,L. longipalpis,,L_longipalpis,Argentina,Misiones,Posadas,Peridomicilios na periferia e área urbana,2009,2009,0,55º56.648 W,27º22.431 S,,,,,-55.94413,-27.37385,1,coordinates,Cited in ref,Acardi et al. 2010,,
123,L. longipalpis,,L_longipalpis,Argentina,Misiones,Posadas,Peridomicilios na periferia e área urbana,2009,2009,0,55º56.456 W,27º22.298 S,,,,,-55.940933,-27.371633,1,coordinates,Cited in ref,Acardi et al. 2010,,
124,L. longipalpis,,L_longipalpis,Argentina,Misiones,Posadas,Peridomicilios na periferia e área urbana,2009,2009,0,55º56.433 W,27º23.855 S,,,,,-55.940553,-27.397575,1,coordinates,Cited in ref,Acardi et al. 2010,,
125,L. longipalpis,,L_longipalpis,Argentina,Misiones,Posadas,Peridomicilios na periferia e área urbana,2009,2009,0,55º56.431 W,27º22.737 S,,,,,-55.94051,-27.37895,1,coordinates,Cited in ref,Acardi et al. 2010,,
126,L. longipalpis,,L_longipalpis,Argentina,Misiones,Posadas,Peridomicilios na periferia e área urbana,2009,2009,0,55º55.462 W,27º23.333 S,,,,,-55.924367,-27.38888,1,coordinates,Cited in ref,Acardi et al. 2010,,
127,L. longipalpis,,L_longipalpis,Argentina,Misiones,Posadas,Peridomicilios na periferia e área urbana,2009,2009,0,55º55.342 W,27º24.030 S,,,,,-55.92236,-27.4005,1,coordinates,Cited in ref,Acardi et al. 2010,,
128,L. longipalpis,,L_longipalpis,Argentina,Misiones,Posadas,Peridomicilios na periferia e área urbana,2009,2009,0,"55º55,337 W",27º24.471 S,,,,,-55.922283,-27.407846,1,coordinates,Cited in ref,Acardi et al. 2010,,
129,L. longipalpis,,L_longipalpis,Argentina,Misiones,Posadas,Peridomicilios na periferia e área urbana,2009,2009,0,55º53.210 W,27º25.754 S,,,,,-55.886828,-27.42923,1,coordinates,Cited in ref,Acardi et al. 2010,,
130,L. longipalpis,,L_longipalpis,Argentina,Misiones,Posadas,Peridomicilios na periferia e área urbana,2009,2009,0,55º53.161 W,27º25.719 S,,,,,-55.886017,-27.42865,1,coordinates,Cited in ref,Acardi et al. 2010,,
131,L. neivai,,L_neivai,Argentina,Misiones,Posadas,Posadas and Garupá cities,2007,,,,,,,,,-55.90527,-27.38333,2,,Salomón et al. 2008c,Fernandez et al. 2010,Maps with capture sites in the publication,
132,L. longipalpis,,L_longipalpis,Argentina,Misiones,Posadas,,2010,,0,55°55’33.78”O,27°22’3.96”S,,,,,-55.92605,-27.367767,1,coordinates,Cited in ref,Caligiuri et al. 2014,,
133,L. migonei,,L_migonei,Argentina,Misiones,Puerto Banberg,,NA (before 1978),NA (before 1978),0,,,,,,,NA,NA,NA,,NA,Martins et al. 1978,Could not find locality,
134,L. neivai,,L_neivai,Argentina,Misiones,Puerto Iguazú,2000 Hectáreas,2006,,,,,,,,,-54.59166,-25.725,2,,,Fernandez et al. 2012,,
135,L. neivai,,L_neivai,Argentina,Misiones,Puerto Iguazú,2000 Hectáreas,2014,,,54◦35_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ W, 25◦43_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_S,,,,,-54.59166,-25.725,2,,,Moya et al. 2015,,
136,L. migonei,,L_migonei,Argentina,Misiones,Puerto Iguazú,"2000 hectareas, locality to the south of the urban area of the city of Puerto Iguazu",2006,,1,,,,,,,-54.59166,-25.725,2,,,Fernandez et al. 2012,,
137,L. migonei,,L_migonei,Argentina,Misiones,Puerto Iguazú,"2000 hectareas, locality to the south of the urban area of the city of Puerto Iguazu",2014,,0,54◦35_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ W,25◦43_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_S,,,,,-54.59166,-25.725,2,,,Moya et al. 2015,,
138,L. whitmani,,L_whitmani,Argentina,Misiones,Puerto Iguazú,"2000 hectareas, locality to the south of the urban area of the city of Puerto Iguazu",2006,,1,,,,,,,-54.59166,-25.725,2,,,Fernandez et al. 2012,,
139,L. whitmani,,L_whitmani,Argentina,Misiones,Puerto Iguazú,"2000 hectareas, locality to the south of the urban area of the city of Puerto Iguazu",2014,,0,54◦35_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ W,25◦43_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_S,,,,,-54.59166,-25.725,2,,,Moya et al. 2015,,
140,L. migonei,,L_migonei,Argentina,Misiones,Puerto Iguazú,2000 Hectáreas: H1,2005,,0,54◦ 33_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ 34_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004__x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ W,25◦ 38_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ 38_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004__x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ S,,,,,-54.559444,-25.643889,1,coordinates,Cited in ref,Salomón et al. 2009a,Precise coordinates given in map,
141,L. whitmani,,L_whitmani,Argentina,Misiones,Puerto Iguazú,2000 Hectáreas: H1,2005,,0,54◦ 33_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ 34_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004__x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ W,25◦ 38_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ 38_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004__x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ S,,,,,-54.559444,-25.643889,1,coordinates,Cited in ref,Salomón et al. 2009a,Precise coordinates given in map,
142,L. migonei,,L_migonei,Argentina,Misiones,Puerto Iguazú,2000 Hectáreas: H2p,2005,,0,54◦ 33_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ 35_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004__x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ W,25◦ 38_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ 55_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004__x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ S,,,,,-54.559722,-25.648611,1,coordinates,Cited in ref,Salomón et al. 2009a,Precise coordinates given in map,
143,L. neivai,,L_neivai,Argentina,Misiones,Puerto Iguazú,2000 Hectáreas: H2p,2005,,,54◦ 33_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ 35_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004__x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ W,25◦ 38_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ 55_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004__x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ S,,,,,-54.559722,-25.648611,1,coordinates,Cited in ref,Salomón et al. 2009a,Precise coordinates given in map,
144,L. whitmani,,L_whitmani,Argentina,Misiones,Puerto Iguazú,2000 Hectáreas: H2p,2005,,0,54◦ 33_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ 35_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004__x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ W,25◦ 38_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ 55_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004__x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ S,,,,,-54.559722,-25.648611,1,coordinates,Cited in ref,Salomón et al. 2009a,Precise coordinates given in map,
145,L. migonei,,L_migonei,Argentina,Misiones,Puerto Iguazú,2000 Hectáreas: H3pu,2005,,0,54◦ 33_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ 25_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004__x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ W,25◦ 39_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ 36_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004__x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ S,,,,,-54.556944,-25.66,1,coordinates,Cited in ref,Salomón et al. 2009a,Precise coordinates given in map,
146,L. neivai,,L_neivai,Argentina,Misiones,Puerto Iguazú,2000 Hectáreas: H3pu,2005,,,54◦ 33_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ 25_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004__x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ W,25◦ 39_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ 36_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004__x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x005F_x0004_ S,,,,,-54.556944,-25.66,1,coordinates,Cited in ref,Salomón et al. 2009a,Precise coordinates given in map,
