unique.id,cited.species,gender,considered.species,country,admin2,admin3,locality,col.start.year,col.finish.year,1.year.monthly?,lon_orig,lat_orig,mun_geocod,mun_lon,mun_lat,area.mun.km,lon_dec,lat_dec,coord.prec,loc_type_wieczorek,fonte das coordenadas,ref,year_of_pub,obs,n
1329,L. whitmani,,L_whitmani,Brazil,Goiás,Padre Bernardo,Fazenda Lagoa Santa,1986,1987,,,,5215603,-48.285966,-15.164355,3139.175,-48.285966,-15.164355,3,,IBGE 2015 (Municipality admin center),Carvalho et al. 1989 ,1989,,
1332,L. cruzi,MF,L_cruzi,Brazil,Goiás,Paraúna,Estrada do povoado ao Rio Verde,1975,1975,0,,,5216403,-50.457641,-16.946697,3779.385,-50.457641,-16.946697,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (SpeciesLink),,,
1333,L. longipalpis,,L_longipalpis,Brazil,Goiás,Paraúna,Rio Verde,1975,1975,0,,,5216403,-50.457641,-16.946697,3779.385,-50.457641,-16.946697,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,,
1334,L. longipalpis,,L_longipalpis,Brazil,Goiás,Paraúna,Serra das Galés,1975,1975,0,,,5216403,-50.457641,-16.946697,3779.385,-50.457641,-16.946697,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,,
1336,L. longipalpis,,L_longipalpis,Brazil,Goiás,Paraúna,,NA (before 1978),NA (before 1978),0,,,5216403,-50.457641,-16.946697,3779.385,-50.457641,-16.946697,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
1351,L. whitmani,,L_whitmani,Brazil,Goiás,Rianápolis,,NA (before 1978),NA (before 1978),0,,,5218706,-49.510117,-15.442467,159.255,-49.510117,-15.442467,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
1352,L. whitmani,,L_whitmani,Brazil,Goiás,Rio do Sono,Perifería da vila,1986,1987,,,,NA,NA,NA,NA,NA,NA,NA,,NA,Carvalho et al. 1989 ,1989,municipality name is wrong,
1378,L. intermedia,,L_intermedia,Brazil,Goiás,Sítio d'Abadia,,NA (before 1978),NA (before 1978),0,,,5220702,-46.25249,-14.803994,1598.049,-46.25249,-14.803994,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
1380,L. longipalpis,,L_longipalpis,Brazil,Goiás,Sítio d'Abadia,,NA (before 1978),NA (before 1978),0,,,5220702,-46.25249,-14.803994,1598.049,-46.25249,-14.803994,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
1382,L. whitmani,,L_whitmani,Brazil,Goiás,Sítio d'Abadia,,NA (before 1978),NA (before 1978),0,,,5220702,-46.25249,-14.803994,1598.049,-46.25249,-14.803994,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
1394,L. longipalpis,,L_longipalpis,Brazil,Maranhão,Aldeias Altas,,1996,,,,,2100303,-43.468735,-4.630779,1942.115,-43.468735,-4.630779,3,,IBGE 2015 (Municipality admin center),Rebelo et al. 1999,1999,,
1421,L. longipalpis,,L_longipalpis,Brazil,Maranhão,Buriticupu,P1V5,1996,,,,,2102325,-46.451495,-4.325948,2545.44,-46.2193,-4.3379,2,,,Rebelo et al. 2001,2001,,
1422,L. migonei,,L_migonei,Brazil,Maranhão,Buriticupu,P1V5,1996,,,,,2102325,-46.451495,-4.325948,2545.44,-46.2193,-4.3379,2,,,Rebelo et al. 2001,2001,,
1423,L. umbratilis,,L_umbratilis,Brazil,Maranhão,Buriticupu,P1V5,1996,,,,,2102325,-46.451495,-4.325948,2545.44,-46.2193,-4.3379,2,,,Rebelo et al. 2001,2001,,
1424,L. whitmani,,L_whitmani,Brazil,Maranhão,Buriticupu,P1V5,1996,,,,,2102325,-46.451495,-4.325948,2545.44,-46.2193,-4.3379,2,,,Rebelo et al. 2001,2001,,
1425,L. whitmani,,L_whitmani,Brazil,Maranhão,Buriticupu,Residência Sr. Manoel Clemente,1996,1996,0,,,2102325,-46.451495,-4.325948,2545.44,-46.451495,-4.325948,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,,
1431,L. longipalpis,,L_longipalpis,Brazil,Maranhão,Capinzal do Norte,,1996,,,,,2102754,-44.330436,-4.721245,590.529,-44.330436,-4.721245,3,,IBGE 2015 (Municipality admin center),Rebelo et al. 1999,1999,,
1432,L. whitmani,,L_whitmani,Brazil,Maranhão,Capinzal do Norte,,1996,,,,,2102754,-44.330436,-4.721245,590.529,-44.330436,-4.721245,3,,IBGE 2015 (Municipality admin center),Rebelo et al. 1999,1999,,
1435,L. longipalpis,,L_longipalpis,Brazil,Maranhão,Caxias,,NA (before 1978),NA (before 1978),0,,,2103000,-43.358539,-4.861675,5196.771,-43.358539,-4.861675,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
1436,L. longipalpis,,L_longipalpis,Brazil,Maranhão,Caxias,,1996,,,,,2103000,-43.358539,-4.861675,5196.771,-43.358539,-4.861675,3,,IBGE 2015 (Municipality admin center),Rebelo et al. 1999,1999,,
1438,L. whitmani,,L_whitmani,Brazil,Maranhão,Caxias,,1996,,,,,2103000,-43.358539,-4.861675,5196.771,-43.358539,-4.861675,3,,IBGE 2015 (Municipality admin center),Rebelo et al. 1999,1999,,
1455,L. longipalpis,,L_longipalpis,Brazil,Maranhão,Codó,,1996,,,,,2103307,-43.88608,-4.451338,4361.34,-43.88608,-4.451338,3,,IBGE 2015 (Municipality admin center),Rebelo et al. 1999,1999,,
1457,L. whitmani,,L_whitmani,Brazil,Maranhão,Codó,,1996,,,,,2103307,-43.88608,-4.451338,4361.34,-43.88608,-4.451338,3,,IBGE 2015 (Municipality admin center),Rebelo et al. 1999,1999,,
1459,L. longipalpis,,L_longipalpis,Brazil,Maranhão,Coelho Neto,,1996,,,,,2103406,-43.014014,-4.254738,975.549,-43.014014,-4.254738,3,,IBGE 2015 (Municipality admin center),Rebelo et al. 1999,1999,,
1460,L. whitmani,,L_whitmani,Brazil,Maranhão,Coelho Neto,,1996,,,,,2103406,-43.014014,-4.254738,975.549,-43.014014,-4.254738,3,,IBGE 2015 (Municipality admin center),Rebelo et al. 1999,1999,,
1462,L. flaviscutellata,,L_flaviscutellata,Brazil,Maranhão,Cururupu,?,,,,,,2103703,-44.867762,-1.825521,1093.062,-44.867762,-1.825521,3,,IBGE 2015 (Municipality admin center),Rebelo et al. 1996,1996,Revisão - lista de espécies do estado,
1465,L. flaviscutellata,,L_flaviscutellata,Brazil,Maranhão,Cururupu,,NA (before 1978),NA (before 1978),0,,,2103703,-44.867762,-1.825521,1093.062,-44.867762,-1.825521,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,Ref. From distribution list,
1466,L. flaviscutellata,,L_flaviscutellata,Brazil,Maranhão,Cururupu,,NA (before 1978),NA (before 1978),0,,,2103703,-44.867762,-1.825521,1093.062,-44.867762,-1.825521,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
1468,L. longipalpis,,L_longipalpis,Brazil,Maranhão,Dom Pedro,bairros periurbanos contíguos ao centro da cidade por meio de outros bairros,2000,,,44o 28´W,5o 9´S,2103802,-44.44001,-5.038448,358.493,-44.44001,-5.038448,3,,IBGE 2015 (Municipality admin center),Leonardo & Rebêlo 2004,2004,,
1469,L. whitmani,,L_whitmani,Brazil,Maranhão,Dom Pedro,bairros periurbanos contíguos ao centro da cidade por meio de outros bairros,2000,,,44o 28´W,5o 9´S,2103802,-44.44001,-5.038448,358.493,-44.44001,-5.038448,3,,IBGE 2015 (Municipality admin center),Leonardo & Rebêlo 2004,2004,,
1497,L. flaviscutellata,,L_flaviscutellata,Brazil,Maranhão,Paço do Lumiar,"Capoeira das Mercês, na periferia de uma capoeira de 68 hectarees",1997,1998,,,,2107506,-44.098692,-2.528063,122.828,-44.098692,-2.528063,3,,IBGE 2015 (Municipality admin center),Barros et al. 2000,2000,sazonalidade e frequencia horaria,
1498,L. flaviscutellata,,L_flaviscutellata,Brazil,Maranhão,Paço do Lumiar,"Capoeira das Mercês, na periferia de uma capoeira de 68 hectarees",1997,,,,,2107506,-44.098692,-2.528063,122.828,-44.098692,-2.528063,3,,IBGE 2015 (Municipality admin center),Barros et al. 2000,2000,,
1499,L. longipalpis,,L_longipalpis,Brazil,Maranhão,Paço do Lumiar,"Capoeira das Mercês, na periferia de uma capoeira de 68 hectarees",1997,,,,,2107506,-44.098692,-2.528063,122.828,-44.098692,-2.528063,3,,IBGE 2015 (Municipality admin center),Barros et al. 2000,2000,,
1500,L. umbratilis,,L_umbratilis,Brazil,Maranhão,Paço do Lumiar,"Capoeira das Mercês, na periferia de uma capoeira de 68 hectarees",1997,,,,,2107506,-44.098692,-2.528063,122.828,-44.098692,-2.528063,3,,IBGE 2015 (Municipality admin center),Barros et al. 2000,2000,,
1501,L. whitmani,,L_whitmani,Brazil,Maranhão,Paço do Lumiar,"Capoeira das Mercês, na periferia de uma capoeira de 68 hectarees",1997,,,,,2107506,-44.098692,-2.528063,122.828,-44.098692,-2.528063,3,,IBGE 2015 (Municipality admin center),Barros et al. 2000,2000,,
1505,L. flaviscutellata,,L_flaviscutellata,Brazil,Maranhão,Paço do Lumiar,,NA (before 1978),NA (before 1978),0,,,2107506,-44.098692,-2.528063,122.828,-44.098692,-2.528063,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,Ref. From distribution list,
1506,L. flaviscutellata,,L_flaviscutellata,Brazil,Maranhão,Paço do Lumiar,,NA (before 1978),NA (before 1978),0,,,2107506,-44.098692,-2.528063,122.828,-44.098692,-2.528063,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
1507,L. whitmani,,L_whitmani,Brazil,Maranhão,Paço do Lumiar,,NA (before 1978),NA (before 1978),0,,,2107506,-44.098692,-2.528063,122.828,-44.098692,-2.528063,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
1512,L. longipalpis,,L_longipalpis,Brazil,Maranhão,Raposa,Vila Bom Viver,1999,,,,,2109452,-44.102516,-2.415075,66.28,-44.1043,-2.4469,2,,,Dias et al. 2013,2013,,
1517,L. longipalpis,,L_longipalpis,Brazil,Maranhão,Raposa,,1996,,,,,2109452,-44.102516,-2.415075,66.28,-44.102516,-2.415075,3,,IBGE 2015 (Municipality admin center),Rebelo 2001,2001,,
1533,L. flaviscutellata,F,L_flaviscutellata,Brazil,Maranhão,São José de Ribamar,"Povoado de Preçueira, área de loteamento constituída de ambiente modificado tipo capoeira e capoeirão",1997,,,44°7'W,2°33'S,2111201,-44.057548,-2.555859,388.371,-44.125,-2.558333,2,,Thesis of a co-author,Carvalho et al. 2000,2000,,
1534,L. longipalpis,,L_longipalpis,Brazil,Maranhão,São José de Ribamar,,,,,,,2111201,-44.057548,-2.555859,388.371,-44.057548,-2.555859,3,,IBGE 2015 (Municipality admin center),Azevedo et al. 2000,2000,,
1535,L. longipalpis,,L_longipalpis,Brazil,Maranhão,São José de Ribamar,,1996,,,,,2111201,-44.057548,-2.555859,388.371,-44.144503,-2.64667,2,,,Rebelo 2001,2001,,
1537,L. longipalpis,,L_longipalpis,Brazil,Maranhão,São Luís,"Povoado Tirirical, São Luís. Rua Fé em Deus, 44, São Cristóvão",1982,1982,0,,,2111300,-44.297919,-2.531886,834.785,-44.22915,-2.57436,1,coordinates,Address,Collection data: IEC,,,
1546,L. longipalpis,,L_longipalpis,Brazil,Maranhão,São Luís,Sacavém,1989,1989,0,,,2111300,-44.297919,-2.531886,834.785,-44.249671,-2.566797,2,,,Collection data: CPqRR (speciesLink),,,
1547,L. whitmani,,L_whitmani,Brazil,Maranhão,São Luís,Sacavém,1989,1989,0,,,2111300,-44.297919,-2.531886,834.785,-44.249671,-2.566797,2,,,Collection data: CPqRR (speciesLink),,,
1548,L. longipalpis,,L_longipalpis,Brazil,Maranhão,São Luís,São Luis,1983,1983,0,,,2111300,-44.297919,-2.531886,834.785,-44.297919,-2.531886,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,,
1551,L. flaviscutellata,,L_flaviscutellata,Brazil,Maranhão,São Luís,"São Luis, Reserva da CAEMA",1996,1996,0,,,2111300,-44.297919,-2.531886,834.785,-44.297919,-2.531886,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,,
1552,L. whitmani,,L_whitmani,Brazil,Maranhão,São Luís,"São Luis, Reserva da CAEMA",1996,1996,0,,,2111300,-44.297919,-2.531886,834.785,-44.297919,-2.531886,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,,
1556,L. longipalpis,,L_longipalpis,Brazil,Maranhão,Timbiras,,1996,,,,,2112100,-43.938434,-4.253841,1486.584,-43.938434,-4.253841,3,,IBGE 2015 (Municipality admin center),Rebelo et al. 1999,1999,,
1557,L. longipalpis,,L_longipalpis,Brazil,Maranhão,Timon,,1996,,,,,2112209,-42.833728,-5.100681,1764.61,-42.833728,-5.100681,3,,IBGE 2015 (Municipality admin center),Rebelo et al. 1999,1999,,
1558,L. whitmani,,L_whitmani,Brazil,Maranhão,Timon,,1996,,,,,2112209,-42.833728,-5.100681,1764.61,-42.833728,-5.100681,3,,IBGE 2015 (Municipality admin center),Rebelo et al. 1999,1999,,
1560,L. longipalpis,,L_longipalpis,Brazil,Maranhão,Tuntum,,1996,,,,,2112308,-44.649012,-5.249656,3369.123,-44.649012,-5.249656,3,,IBGE 2015 (Municipality admin center),Rebelo et al. 1999,1999,,
1561,L. whitmani,,L_whitmani,Brazil,Maranhão,Tuntum,,1996,,,,,2112308,-44.649012,-5.249656,3369.123,-44.649012,-5.249656,3,,IBGE 2015 (Municipality admin center),Rebelo et al. 1999,1999,,
1565,L. migonei,,L_migonei,Brazil,Maranhão,Turiaçu,,NA (before 1978),NA (before 1978),0,,,2112407,-45.369152,-1.669022,2578.497,-45.369152,-1.669022,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
1574,L. flaviscutellata,,L_flaviscutellata,Brazil,Maranhão,Vários,Ilha de São Luís,,,,,,NA,NA,NA,NA,NA,NA,NA,,NA,Rebelo et al. 1996,1996,Revisão - lista de espécies do estado,
1575,L. flaviscutellata,,L_flaviscutellata,Brazil,Maranhão,Vários,Ilha de São Luís,1994,,,,,NA,NA,NA,NA,NA,NA,NA,,NA,Rebelo et al. 1999,1999,,
1576,L. flaviscutellata,,L_flaviscutellata,Brazil,Maranhão,Vários,Ilha de São Luís,1994,1997,,,,NA,NA,NA,NA,NA,NA,NA,,NA,Rebelo et al. 1999,1999,,
1577,L. longipalpis,,L_longipalpis,Brazil,Maranhão,Vários,Ilha de São Luís,1994,,,,,NA,NA,NA,NA,NA,NA,NA,,NA,Rebelo et al. 1999,1999,,
1579,L. migonei,,L_migonei,Brazil,Maranhão,Vários,Ilha de São Luís,1994,,,,,NA,NA,NA,NA,NA,NA,NA,,NA,Rebelo et al. 1999,1999,,
1580,L. umbratilis,,L_umbratilis,Brazil,Maranhão,Vários,Ilha de São Luís,1994,,,,,NA,NA,NA,NA,NA,NA,NA,,NA,Rebelo et al. 1999,1999,,
1581,L. wellcomei,NA,L_wellcomei,Brazil,Maranhão,Vários,Ilha de São Luís,1994,,,,,NA,NA,NA,NA,NA,NA,NA,,NA,Rebelo et al. 1999,1999,,
1582,L. whitmani,,L_whitmani,Brazil,Maranhão,Vários,Ilha de São Luís,1994,,,,,NA,NA,NA,NA,NA,NA,NA,,NA,Rebelo et al. 1999,1999,,
1588,L. umbratilis,,L_umbratilis,Brazil,Mato Grosso,Alta Floresta,Escolinha,1987,1987,0,,,5100250,-56.09161,-9.871723,8976.309,-56.09161,-9.871723,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,,
1589,L. umbratilis,,L_umbratilis,Brazil,Mato Grosso,Alta Floresta,Fazenda do Sr. David,1987,1987,0,,,5100250,-56.09161,-9.871723,8976.309,-56.09161,-9.871723,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,,
1590,L. flaviscutellata,,L_flaviscutellata,Brazil,Mato Grosso,Alta Floresta,Fazenda Ouro Verde,1999,,,,,5100250,-56.09161,-9.871723,8976.309,-56.506564,-10.37918,2,,Google Earth,De Luca et al. 2003,2003,"Mapa com pontos de coleta, L. flaviscutellata mais predominante em borda de fragmentos adjacentes à áreas de pasto",
1591,L. flaviscutellata,,L_flaviscutellata,Brazil,Mato Grosso,Alta Floresta,Fazenda Pelegrini,1999,,,,,5100250,-56.09161,-9.871723,8976.309,-56.030199,-9.651488,2,,Google Earth,De Luca et al. 2003,2003,"Mapa com pontos de coleta, L. flaviscutellata mais predominante em borda de fragmentos adjacentes à áreas de pasto",
1592,L. flaviscutellata,,L_flaviscutellata,Brazil,Mato Grosso,Alta Floresta,Fazenda Santa Lucia,1999,,,,,5100250,-56.09161,-9.871723,8976.309,-56.184138,-10.028155,2,,Google Earth,De Luca et al. 2003,2003,"Mapa com pontos de coleta, L. flaviscutellata mais predominante em borda de fragmentos adjacentes à áreas de pasto",
1593,L. migonei,,L_migonei,Brazil,Mato Grosso,Alta Floresta,Fazenda São José,1987,1987,0,,,5100250,-56.09161,-9.871723,8976.309,-56.09161,-9.871723,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,,
1594,L. umbratilis,,L_umbratilis,Brazil,Mato Grosso,Alta Floresta,MT-161,1987,1987,0,,,5100250,-56.09161,-9.871723,8976.309,-56.09161,-9.871723,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,,
1595,L. umbratilis,,L_umbratilis,Brazil,Mato Grosso,Alta Floresta,Rio Teles Peres,1987,1987,0,,,5100250,-56.09161,-9.871723,8976.309,-56.09161,-9.871723,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,,
1596,L. whitmani,,L_whitmani,Brazil,Mato Grosso,Alta Floresta,Rio Teles Peres,1987,1987,0,,,5100250,-56.09161,-9.871723,8976.309,-56.09161,-9.871723,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,,
1597,L. complexa,NA,L_complexa,Brazil,Mato Grosso,Alta Floresta,,1987,1987,0,,,5100250,-56.09161,-9.871723,8976.309,-56.09161,-9.871723,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,,
1598,L. complexa,NA,L_complexa,Brazil,Mato Grosso,Alta Floresta,,1999,,,,,5100250,-56.09161,-9.871723,8976.309,-56.09161,-9.871723,3,,IBGE 2015 (Municipality admin center),De Luca et al. 2003,2003,,
1601,L. umbratilis,,L_umbratilis,Brazil,Mato Grosso,Alta Floresta,,1987,1987,0,,,5100250,-56.09161,-9.871723,8976.309,-56.09161,-9.871723,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,,
1602,L. whitmani,,L_whitmani,Brazil,Mato Grosso,Alta Floresta,,1987,1987,0,,,5100250,-56.09161,-9.871723,8976.309,-56.09161,-9.871723,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,,
1603,L. whitmani,,L_whitmani,Brazil,Mato Grosso,Alta Floresta,,1999,,,55°W,10°S,5100250,-56.09161,-9.871723,8976.309,-56.09161,-9.871723,3,,IBGE 2015 (Municipality admin center),De Luca et al. 2003,2003,"Coletas realizadas em 3 diferentes fazendas, a 60km uma da outra",
1623,L. flaviscutellata,,L_flaviscutellata,Brazil,Mato Grosso,Aripuanã,?,1996,2001,,,,5101407,-59.448616,-10.172524,25107.972,-59.448616,-10.172524,3,,IBGE 2015 (Municipality admin center),Ribeiro et al. 2007,2007,"mapa com localidades de coleta, georreferenciado no QGIS para ver o município",
1624,L. complexa,F,L_complexa,Brazil,Mato Grosso,Aripuanã,,1975,1975,0,,,5101407,-59.448616,-10.172524,25107.972,-59.448616,-10.172524,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,,
1626,L. longipalpis,,L_longipalpis,Brazil,Mato Grosso,Aripuanã,,1975,1975,0,,,5101407,-59.448616,-10.172524,25107.972,-59.448616,-10.172524,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,,
1629,L. umbratilis,,L_umbratilis,Brazil,Mato Grosso,Aripuanã,,1975,1975,0,,,5101407,-59.448616,-10.172524,25107.972,-59.448616,-10.172524,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,,
1631,L. cruzi,M,L_cruzi,Brazil,Mato Grosso,Barão de Melgaço,Baía Chacororé; Estrada da Rancharia,1997,1997,0,,,5101605,-55.967121,-16.195099,11174.501,-55.9282,-16.3114,2,,,Collection data: INPA (Rui Freitas),,,
1632,L. longipalpis,,L_longipalpis,Brazil,Mato Grosso,Barão de Melgaço,Baía Chacororé; Estrada da Rancharia,1997,1997,0,,,5101605,-55.967121,-16.195099,11174.501,-55.9282,-16.3114,2,,,Collection data: INPA (Rui Freitas),,,
1633,L. whitmani,,L_whitmani,Brazil,Mato Grosso,Barão de Melgaço,Baía Chacororé; Estrada da Rancharia,1997,1997,0,,,5101605,-55.967121,-16.195099,11174.501,-55.9282,-16.3114,2,,,Collection data: INPA (Rui Freitas),,,
1643,L. flaviscutellata,,L_flaviscutellata,Brazil,Mato Grosso,Barra do Bugres,,NA (before 1978),NA (before 1978),0,,,5101704,-57.186409,-15.066258,6060.175,-57.186409,-15.066258,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,Ref. From distribution list,
1644,L. flaviscutellata,,L_flaviscutellata,Brazil,Mato Grosso,Barra do Bugres,,NA (before 1978),NA (before 1978),0,,,5101704,-57.186409,-15.066258,6060.175,-57.186409,-15.066258,3,,IBGE 2015 (Municipality admin center),Martins et al. 1978,1978,,
1664,L. cruzi,M,L_cruzi,Brazil,Mato Grosso,Cáceres,,1999,1999,0,,,5102504,-57.674762,-16.074096,24577.149,-57.674762,-16.074096,3,,IBGE 2015 (Municipality admin center),Collection data: INPA (Rui Freitas),,,
1666,L. flaviscutellata,,L_flaviscutellata,Brazil,Mato Grosso,Cáceres,,1999,1999,0,,,5102504,-57.674762,-16.074096,24577.149,-57.674762,-16.074096,3,,IBGE 2015 (Municipality admin center),Collection data: INPA (Rui Freitas),,,
1669,L. longipalpis,,L_longipalpis,Brazil,Mato Grosso,Cáceres,,1999,1999,0,,,5102504,-57.674762,-16.074096,24577.149,-57.674762,-16.074096,3,,IBGE 2015 (Municipality admin center),Collection data: INPA (Rui Freitas),,,
1674,L. whitmani,,L_whitmani,Brazil,Mato Grosso,Cáceres,,1999,1999,0,,,5102504,-57.674762,-16.074096,24577.149,-57.674762,-16.074096,3,,IBGE 2015 (Municipality admin center),Collection data: INPA (Rui Freitas),,,
1695,L. cruzi,M,L_cruzi,Brazil,Mato Grosso,Chapada dos Guimarães,Chapada dos Guimarães (Cecri Biancard tese de dourorado),1990,1990,0,,,5103007,-55.745005,-15.46057,6489.164,-55.745005,-15.46057,3,,IBGE 2015 (Municipality admin center),Collection data: INPA (Rui Freitas),,,
1696,L. flaviscutellata,,L_flaviscutellata,Brazil,Mato Grosso,Chapada dos Guimarães,Colégio Buriti (Vale da Benção?),1993,1995,,,,5103007,-55.745005,-15.46057,6489.164,-55.745005,-15.46057,3,,IBGE 2015 (Municipality admin center),Biancardi & Castellon 2000,2000,,
1697,L. flaviscutellata,,L_flaviscutellata,Brazil,Mato Grosso,Chapada dos Guimarães,Fazenda Passagem do Mamão - Vale da Benção,1993,1995,,,,5103007,-55.745005,-15.46057,6489.164,-55.78802,-14.86719,2,,,Biancardi & Castellon 2000,2000,,
