"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",0.6508,0.4704,0.23953333,0.09913333,0.4704,0.2727,"L_neivai","rf",1,8,6,61,0.320278916693978,0.00823558768597218,0.811475409836066,NA,1.62295081967213,1.57340380724712,0,0.587431693989071,0.327759197324415,"spec_sens",0.0895522388059701,0.25,0.978723404255319,0.833333333333333,0.754098360655738,0.245901639344262,0.166666666666667,0.761194029850746,0.286284953395472,0.384615384615385,0.238095238095238
