"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",0.03253067,0.02751071,0.02751071,0.06582026,0.02832727,0.02797276,"L_neivai","svme",1,1,6,61,0.549697146405683,1.45119698528059e-06,0.945355191256831,NA,1.89071038251366,1.80450405304595,0,0.819672131147541,0.633879781420766,"spec_sens",0.0895522388059701,0.352941176470588,1,1,0.819672131147541,0.180327868852459,0,0.835820895522388,0.448765893792072,0.521739130434783,0.352941176470588
