"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",1.62622918,-0.09291367,-0.09291367,-0.09291367,0.7338245,0.33422192,"L_neivai","brt",1,1,6,61,0.38812348062686,0.00117295463419608,0.87431693989071,NA,1.74863387978142,1.75640037030436,0,0.737704918032787,0.409171075837743,"spec_sens",0.0895522388059701,0.272727272727273,1,1,0.737704918032787,0.262295081967213,0,0.761194029850746,0.334987593052109,0.428571428571429,0.272727272727273
