"cv_0","pa","lon","lat","bio10_SA","bio13_SA","bio15_SA","bio2_SA","bio3_SA"
2,0,-57.8125,-19.4791666666667,28.5813331604004,171,57.0295659074094,11.0183334350586,62.5047405110522
4,0,-47.0625,-21.6458333333333,23.6106665929159,245,76.2897275548389,12.6863329410553,61.5363475937625
7,0,-46.9375,-5.72916666666666,25.5986665089925,231,71.7526116695502,12.4633332888285,84.348498063973
7,0,-62.6458333333333,-21.2291666666667,28.0666669209798,88,82.6582300900144,12.9533332188924,56.3188447525614
6,0,-60.2708333333333,-30.0625,25.2640002568563,150,46.7428351250746,12.4500002066294,48.6100246635188
10,0,-44.6041666666667,-2.1875,27.1035712560018,330,87.919431268499,7.83452367782593,83.6638791245365
1,0,-58.2708333333333,-12.2291666666667,25.3519999186198,341,78.4083443035304,13.5953330198924,76.9837705069917
8,0,-55.2291666666667,-34.6458333333333,21.2993329366048,106,8.85853797053802,9.6100001335144,45.6401997652456
10,0,-63.8125,-18.3125,21.5686667760213,132,70.3692642576317,14.495666662852,71.0293349092075
2,0,-54.9375,-23.2291666666667,25.1553338368734,196,32.1251253578396,11.9666667779287,59.6900795431065
5,0,-55.5625,-29.6875,24.6906665166219,172,11.358730680312,11.1983336210251,49.0896600566306
10,0,-53.7708333333333,-20.0625,25.0506664911906,244,58.169884210446,12.0376664797465,67.9020007454167
6,0,-39.4375,-8.52083333333333,26.7566661834717,137,103.472685369921,10.784999926885,64.1658817254933
7,0,-58.2291666666667,-14.4791666666667,24.3406667709351,317,75.0594942804425,14.9233330885569,75.9843867226518
9,0,-66.3958333333333,-30.8958333333333,24.4220005671183,91,85.8300403215932,13.6420002182325,46.0132199454479
7,0,-40.1875,-15.1041666666667,24.2259998321533,131,40.3108243308521,8.71233344078064,65.2511433805495
2,0,-53.1041666666667,-13.5208333333333,25.5799996058146,272,81.8856421915762,15.375333627065,73.2716930927533
5,0,-46.7708333333333,-16.9375,24.2066666285197,273,88.0166668616227,12.8716662724813,65.6449766867439
9,0,-46.8125,-2.3125,26.3526668548584,401,70.0643261131153,9.99066654841105,88.0079765763992
8,0,-58.7708333333333,-33.1041666666667,23.718666712443,115,26.4684073028423,11.8336666425069,46.3411117828252
2,0,-54.3958333333333,-15.6875,24.3313331604004,295,78.3656180070492,14.7053333123525,70.7940229212111
4,0,-50.1458333333333,-23.6875,23.3599999745687,169,31.214585031317,12.7756663958232,62.3446517388624
9,0,-60.9375,-11.8958333333333,25.3413330713908,306,73.0933435016111,13.3243330319722,80.0356438283573
3,0,-62.8125,-28.4791666666667,26.2113329569499,113,70.0243796528521,13.1690000693003,48.9408357106965
6,0,-43.1458333333333,-4.77083333333333,28.4839992523193,353,94.5043906251247,11.985999584198,78.6070318724128
6,0,-44.0625,-20.3125,22.4079996744792,301,86.6492425426668,12.3613331317902,64.4625227520905
3,0,-60.8958333333333,-9.93749999999999,25.3873335520426,335,74.4231981820015,12.0836666425069,84.2184764589286
8,0,-47.6041666666667,-3.72916666666666,26.489333152771,355,77.2222033355249,10.7546666463216,89.3838681397258
6,0,-45.1458333333333,-17.8958333333333,24.5300003687541,222,91.0943151371558,13.7160001595815,66.031195614445
4,0,-46.3125,-12.3125,24.6059999465942,282,85.957077621267,12.4179995854696,80.8463532749576
9,0,-58.3125,-11.9791666666667,25.525333404541,336,77.6388902433988,13.7349996566772,77.2671038246441
9,0,-67.3541666666667,-23.8541666666667,8.79866693417231,24,121.550890412668,21.2483334640662,71.1503255962897
9,0,-52.3541666666667,-13.7708333333333,25.6253334681193,269,83.2953408137293,14.5229998429616,73.1858528594123
10,0,-44.3541666666667,-3.4375,28.0906664530436,342,84.2538484321877,10.3493323326111,82.3991462792197
1,0,-59.8125,-24.0208333333333,27.7033338546753,103,48.8379594232994,12.9406669139862,53.8835235883696
3,0,-66.9375,-15.8541666666667,25.5353333155314,293,57.2001217976386,11.051332950592,70.7874282361887
6,0,-50.6875,-15.1458333333333,26.5853328704834,282,82.9481105691269,12.9763331413269,70.0665919038202
3,0,-59.3958333333333,-28.3541666666667,26.0013332366943,143,42.1953663310878,11.3156670729319,47.6971317599234
7,0,-59.9375,-13.6041666666667,25.1319999694824,320,73.6301847628139,13.688000202179,76.1968322237837
10,0,-58.3125,-10.4375,26.0553334554036,334,76.767519479909,12.1070001920064,81.3642531911453
1,0,-64.9791666666667,-15.3125,27.103333791097,349,59.0062129903145,10.5830005009969,70.1046636878876
3,0,-42.1041666666667,-6.27083333333333,27.9199997584025,256,91.5872682401206,11.8723328908285,79.787177678827
2,0,-58.9791666666667,-24.8541666666667,27.7779998779297,122,41.4470184360119,12.0733330249786,50.5244919208072
2,0,-46.1875,-5.18749999999999,25.8826665878296,228,83.8109159725155,12.1930001576742,87.9218353824815
10,0,-45.3125,-2.6875,26.9613332748413,372,75.174044028274,9.90233325958252,83.9180703323425
3,0,-56.6041666666667,-14.6875,25.2373336156209,232,67.0766879769791,13.2736665407817,76.0407055805386
8,0,-47.0625,-5.10416666666666,26.0613330205282,264,79.8333034345375,12.6693334579468,86.6575539230459
6,0,-52.4375,-10.5625,26.7339998881022,335,76.3757251288469,14.5149993896484,82.3779810984121
6,0,-64.3541666666667,-27.6041666666667,26.346666653951,134,86.7063135837415,12.9610003232956,46.4751883949652
3,0,-51.8958333333333,-6.02083333333333,25.2093331019084,298,64.271364928606,12.7799995740255,89.6213139473953
4,0,-57.6041666666667,-12.0625,25.3873329162598,348,80.2936799526854,13.1923333803813,76.6461306085245
10,0,-43.0208333333333,-8.18749999999999,28.0059995651245,157,85.9319857606004,13.7440007527669,81.9656550597994
7,0,-54.1875,-18.0625,25.8339996337891,272,69.1447675682808,13.6719999313354,68.5382024079656
9,0,-65.3125,-14.2708333333333,27.0686670939128,267,62.5095295036026,10.9043324788411,74.3004556488277
5,0,-58.6875,-30.2291666666667,25.4513333638509,150,34.0999904727546,12.0489999850591,48.2037147338295
5,0,-46.3125,-16.4791666666667,22.6253334681193,262,87.3861665443592,11.7483331362406,66.9649644090775
4,0,-46.7291666666667,-14.6458333333333,25.7440001169841,225,85.7901548560931,12.1353341738383,71.4179166522145
5,0,-45.2708333333333,-13.1458333333333,24.6986668904622,226,90.0360223429537,12.0780001481374,78.4285694763996
4,0,-67.5625,-23.7708333333333,3.82933346430461,29,114.609929729404,21.3140000502268,71.1890459216699
5,0,-47.8125,-9.60416666666666,26.1126670837402,261,80.1069004810611,13.2123330434163,80.1524729598452
2,0,-43.6041666666667,-14.6041666666667,25.42866675059,179,95.5764080807182,12.6830004851023,73.4650129131421
7,0,-47.8125,-10.9375,24.8326667149862,266,81.7850418480371,12.3106665611267,76.5969771990434
4,0,-66.1041666666667,-20.6041666666667,12.5553334554036,59,117.43898445543,16.4346667006612,64.1678381540083
4,0,-60.2291666666667,-31.8958333333333,24.1126670837402,153,44.8069909436909,11.9633338451385,47.2485526806176
1,0,-63.8541666666667,-12.1875,26.3020000457764,249,68.0380330260168,11.2949997584025,81.0025896847681
3,0,-54.4375,-27.7708333333333,24.8173332214355,183,9.61441186386421,12.161333322525,53.2550932162753
2,0,-42.9375,-22.7291666666667,25.903333346049,189,56.8774043385123,10.042333205541,57.874210861353
3,0,-67.5625,-16.8541666666667,13.417333205541,145,87.3419295480932,16.7466664947569,76.8759943702641
10,0,-48.0208333333333,-19.1041666666667,22.5280000368754,309,83.5545552869249,11.8043332894643,67.7942424258192
1,0,-58.8125,-20.0208333333333,28.8126659393311,127,55.1770688233203,12.0506667296092,62.193784395004
1,0,-41.1041666666667,-19.5625,24.9459997812907,197,62.0070317758733,11.281999985377,65.2591351996362
6,0,-59.1041666666667,-33.8541666666667,23.3339999516805,115,22.5343056284322,10.246000011762,43.951611536838
2,0,-64.4375,-17.6458333333333,19.056666692098,165,59.9284121202693,14.3580000797908,72.2815135329027
6,0,-56.8958333333333,-28.5208333333333,25.9173332850138,161,21.1963333810303,10.9183334509532,48.0137799509586
7,0,-59.6875,-17.1041666666667,28.078000386556,276,56.4001491965598,11.9946667353312,68.447081833172
10,0,-58.5625,-13.3125,24.8113330205282,350,75.8669845341863,14.8236664136251,75.3082052445081
8,0,-45.4375,-18.2708333333333,23.2066666285197,255,89.3289016640038,12.6689999103546,65.7378565002241
4,0,-51.8958333333333,-27.6458333333333,22.5700000127157,196,16.7225429323767,11.4546667734782,54.9859176783281
9,0,-49.6875,-0.229166666666662,28.1999998092651,454,70.7150121681241,8.24666627248128,77.3608340992846
2,0,-58.1041666666667,-19.1875,28.5693330764771,158,58.3328298719131,10.9246665636698,64.0217246319304
8,0,-43.0625,-6.47916666666666,27.6393330891927,251,85.0156571675851,11.4670000076294,77.5845802077591
3,0,-52.0625,-8.68749999999999,25.7326666514079,300,69.898558280931,13.1290001869202,87.8546572030999
2,0,-59.1041666666667,-8.39583333333333,25.9613332748413,315,67.0792785394539,11.2903326352437,86.6620566551457
1,0,-56.6458333333333,-30.3958333333333,24.7859996159871,168,20.539949046503,11.8310002088547,48.1561410992425
8,0,-65.8125,-32.1041666666667,25.9253333409627,101,59.902249449465,15.0696667432785,51.3972268080846
3,0,-43.1041666666667,-13.2708333333333,25.9959999720256,177,92.5680848694261,12.8976661364237,79.2629464380255
9,0,-63.9791666666667,-28.1875,26.5046666463216,118,81.2299547003027,13.2650000254313,47.9504048907202
2,0,-46.0625,-19.1458333333333,21.9653337796529,290,82.0294433212805,11.4230003356934,63.236269102126
7,0,-49.7708333333333,-22.4375,23.0786670049032,215,59.862162750902,12.5980001290639,62.32930734821
6,0,-46.6041666666667,-0.895833333333329,27.016666730245,449,86.9326733484716,7.58333301544189,84.2592557271322
1,0,-64.1875,-30.8958333333333,20.4946664174398,109,66.8503775328374,13.5306663811207,51.9930308785453
9,0,-55.8541666666667,-12.3541666666667,25.127999941508,345,80.4862870888496,14.5056664943695,74.8950148260706
7,0,-43.8125,-8.72916666666666,27.4126663208008,152,87.1083290098417,13.1509998639425,81.8459097312496
1,0,-50.2291666666667,-28.6041666666667,18.9733335177104,158,13.8573925723036,10.2583330074946,56.5384313122786
9,0,-45.1875,-9.68749999999999,26.1599998474121,188,87.6684823840703,14.1516665617625,81.5000407616514
8,0,-50.8958333333333,-12.6041666666667,27.5093326568604,304,84.9839534231332,12.9103336334229,76.4467776056431
6,0,-65.0625,-22.8958333333333,17.4193334579468,93,101.964195350627,14.883999923865,63.5091293394072
9,0,-48.8541666666667,-27.8958333333333,19.1486665407817,216,25.8297018414994,9.49700005849203,54.4178346358786
1,0,-55.0625,-11.6041666666667,25.5433330535889,320,83.3149916811164,13.9233331680298,76.1837047337335
5,0,-43.6875,-17.6875,22.5126667022705,232,85.4820908104554,12.1790002981822,66.4067622511095
4,0,-61.7291666666667,-31.6875,23.802666982015,141,52.4266388063964,12.8336666623751,47.7585078034186
2,0,-64.2291666666667,-14.2291666666667,26.8880001703898,250,67.121168425322,10.7263331413269,75.5375634210261
5,0,-49.5208333333333,-6.06249999999999,26.8486658732096,294,63.4944238969427,12.6133324305216,83.0917902621591
2,0,-65.6041666666667,-25.8958333333333,16.5506666501363,58,110.786993767516,13.4656665846705,58.2223540062045
1,0,-45.3541666666667,-7.02083333333333,26.903333346049,201,78.9670485389756,12.6969997088114,82.9869199941275
4,0,-46.6041666666667,-3.64583333333333,26.4999996821086,344,78.3727469507195,10.6313330332438,89.8220060474573
7,0,-49.9375,-14.1458333333333,26.4900000890096,272,84.6489725596829,12.3919995625814,71.8626685498286
6,0,-47.9375,-13.4791666666667,25.4086666107178,265,86.558024412191,11.8796666463216,71.4953490773782
4,0,-59.6875,-34.4375,23.3980002403259,121,26.7655797187666,12.3183332880338,46.5264135639796
4,0,-53.4375,-4.97916666666666,25.8766670227051,291,68.7652208334986,11.0830003420512,90.5473759987218
2,0,-55.0208333333333,-29.4375,23.7646668752034,166,8.57555450560467,10.5353333950043,48.9833234698012
7,0,-42.3541666666667,-11.4791666666667,24.3700002034505,131,89.6077237155929,12.8146668275197,78.8303790511113
6,0,-63.7708333333333,-16.5208333333333,26.903333346049,304,53.5578497752618,10.6676664352417,66.9406744708053
8,0,-46.4791666666667,-8.97916666666666,25.3539997736613,228,81.7093245906633,14.5300001303355,81.0283206280479
2,0,-60.4375,-15.8541666666667,27.7626667022705,231,67.509387609999,11.9876666069031,70.1525460392879
10,0,-49.1458333333333,-23.0625,22.4220000902812,185,55.896148093309,12.9113330841064,66.4710351113112
6,0,-62.0625,-16.2708333333333,25.7566668192546,177,57.739398797427,10.5773335297902,68.6305069685819
6,0,-49.8125,-3.85416666666666,27.1020005544027,412,78.4922068729926,10.3679998715719,87.5379797545806
3,0,-49.9791666666667,-13.0208333333333,26.8153336842855,291,85.8913428004719,13.097666422526,74.7583680382956
7,0,-41.3958333333333,-10.8125,23.7293332417806,96,82.3839218578621,12.1900002161662,74.8036319134826
3,0,-43.2708333333333,-20.6875,22.6806670824687,263,80.3724222290542,12.3709999720256,61.8179059094764
5,0,-56.4375,-18.0208333333333,27.675999323527,227,65.490035861688,12.6353330612183,67.6844453930555
9,0,-58.2291666666667,-15.3125,26.1746664047241,272,71.9899277406186,13.9170000553131,74.2002579334178
10,0,-51.2708333333333,-22.8541666666667,24.5079997380575,179,45.4571256539736,12.1256666183472,63.6317557752826
10,0,-67.5625,-33.0625,25.60733350118,53,71.7944700981609,14.762333398064,45.1557964643601
2,0,-58.5625,-14.7291666666667,24.8213335673014,305,73.3475915790102,14.6850000222524,75.1997138163095
4,0,-53.8541666666667,-2.52083333333333,26.4273331960042,300,68.1663355121614,9.35999981562296,85.0599787552372
6,0,-56.1041666666667,-27.5208333333333,26.0239998499552,187,17.2509182276515,11.8193329970042,52.4930387481075
5,0,-66.3125,-33.0625,23.7426665623983,77,64.8624682492468,13.5743329723676,48.8777655643914
9,0,-55.5208333333333,-13.6041666666667,24.598666826884,314,81.4563565824851,15.2476668357849,74.6117974777657
3,0,-42.6041666666667,-11.6875,23.8386665980021,141,87.7034743566099,13.4726665019989,77.8047312074076
8,0,-49.1875,-5.22916666666666,27.4860003789266,325,72.3144814940566,11.9743334452311,82.4905816234844
6,0,-59.6041666666667,-21.1041666666667,28.6753333409627,98,55.8298022913417,12.8833334445953,59.4908237696177
10,0,-62.6041666666667,-20.8958333333333,27.6326672236125,82,82.148240500179,12.7073335647583,57.2402417744838
1,0,-60.1041666666667,-17.3958333333333,27.5006669362386,257,53.1429794917848,11.7266670862834,67.8312454885091
10,0,-58.6041666666667,-24.4375,27.8000005086263,124,39.7436649371422,12.1210002104441,52.9578838557604
3,0,-51.0208333333333,-26.9375,19.6140000025431,169,16.8767446423001,11.6673334042231,56.7036026588801
10,0,-47.3125,-7.68749999999999,27.0126667022705,257,76.0479645745636,12.5213333765666,82.900776619893
5,0,-53.6875,-8.56249999999999,26.2980003356934,322,68.6137948604049,12.3483336766561,84.0022655494535
3,0,-48.2708333333333,-10.8541666666667,26.0493335723877,266,79.8509599484982,13.1313331921895,75.0190518770417
7,0,-50.1458333333333,-15.3125,25.4586671193441,278,81.6486244012617,12.118000348409,70.7001133689068
9,0,-41.1041666666667,-14.7708333333333,23.5253330866496,146,86.0560713407841,9.76133330663045,68.6065049285574
9,0,-59.6458333333333,-14.9375,26.9666668574015,278,72.4100227162241,13.1963328520457,73.9042019552284
7,0,-45.0625,-7.68749999999999,26.7279996871948,183,80.1650381115871,13.350999991099,82.0489215641916
4,0,-37.8541666666667,-12.1041666666667,25.5286664962769,282,48.1232933156225,7.88100004196167,67.3589703252437
1,0,-62.5208333333333,-32.5208333333333,23.2286666234334,122,53.7211559076149,12.7446667353312,46.0295686633135
4,0,-61.3541666666667,-13.0208333333333,26.0806665420532,291,73.6010840220948,12.6486663818359,77.9819168760497
10,0,-55.7708333333333,-22.8125,25.6913334528605,188,34.0485341916895,11.5283331076304,59.8812237400443
7,0,-69.4375,-25.4791666666667,14.5399998823802,3,51.1329199942414,13.640666325887,70.8385245957728
2,0,-53.8541666666667,-18.9375,25.0193332036336,269,64.8908122148923,12.7719999949137,68.3140774880102
1,0,-43.4375,-15.0208333333333,23.8573331832886,188,95.5677064965643,12.3756666183472,73.1768338352266
10,0,-60.8958333333333,-26.9791666666667,26.5733331044515,151,60.0087422441338,12.9500002066294,51.2181616968533
4,0,-66.7291666666667,-21.0625,13.1426664193471,47,137.528693057636,21.0539999231696,64.6224676871475
1,0,-53.3541666666667,-20.8958333333333,25.7666664123535,204,51.9656209255635,11.9453330039978,65.8072607867604
8,0,-62.1041666666667,-26.3958333333333,27.3033339182536,110,72.7355367205642,13.3636667728424,49.2034844575846
4,0,-62.0625,-26.9375,26.7493330637614,112,69.0755690475167,13.1559998591741,49.1702789600143
10,0,-65.0625,-24.4375,24.0926666259766,134,98.9802335861463,12.9983332157135,52.5567413952554
10,0,-47.6458333333333,-12.1458333333333,25.3666664759318,267,86.2808061877982,11.4626670678457,73.8764321991907
3,0,-55.7708333333333,-34.4791666666667,21.9893334706624,109,7.97514017725659,10.6516670783361,46.3922762117056
1,0,-50.1458333333333,-2.02083333333333,26.6299997965495,408,63.3974824592834,10.0529996554057,88.3391950507707
4,0,-64.3541666666667,-24.1458333333333,21.8940000534058,162,91.898102869535,12.2433332602183,51.9577902238045
7,0,-68.2708333333333,-21.8125,6.1420001188914,29,153.415656425163,21.6696665684382,71.906247673383
5,0,-49.6875,-12.6458333333333,26.8873332341512,292,86.0023867189771,13.0186669031779,74.5628154972558
3,0,-47.0625,-1.89583333333333,26.7919998168945,420,71.7589579788487,10.260333220164,85.990045778814
10,0,-60.2291666666667,-11.2708333333333,24.6120001475016,337,76.32492680094,12.6816664536794,80.3858166536546
8,0,-65.8541666666667,-32.7708333333333,20.6160001754761,86,59.8839322625711,13.7826666968564,49.414406364931
7,0,-57.2708333333333,-22.3958333333333,27.2506669362386,181,41.3033395666361,11.8930000464121,58.9579563868808
8,0,-55.4791666666667,-29.1875,25.0900001525879,176,11.8771599597636,11.7433335781097,50.4785639938029
2,0,-45.4375,-11.9791666666667,24.6913334528605,225,88.4807552947343,13.1456666787465,80.5296934450682
10,0,-66.3541666666667,-20.2708333333333,12.8879996538162,50,122.444713348239,16.7523332027098,63.035572205017
10,0,-43.9375,-7.47916666666666,27.0466658274333,179,83.5123331304776,12.0523327191671,78.8352573170143
5,0,-56.5625,-16.3541666666667,26.9046662648519,212,67.1927187411472,13.1563336054484,69.9061308118225
1,0,-64.3958333333333,-25.5208333333333,24.9613335927327,142,95.1783563390436,12.5763337612152,49.5677653203478
4,0,-49.9791666666667,-14.4375,26.1979996363322,271,84.109955058733,12.6720000902812,70.9042092334729
7,0,-55.0625,-4.14583333333333,26.2699998219808,314,55.5676295104647,10.1313333511353,86.4448288797337
2,0,-60.3125,-16.6458333333333,27.7180004119873,236,61.1564033273346,11.7256671587626,68.6032442035869
4,0,-52.8125,-33.2291666666667,22.2853333155314,131,14.6090139119048,7.19100026289622,39.994439684471
2,0,-57.5625,-11.8958333333333,25.3933334350586,347,81.1003892483554,12.8836670716604,76.9449757348634
8,0,-66.7291666666667,-14.8958333333333,27.3606665929159,284,59.5844001308949,10.2566665013631,71.6848438910271
2,0,-60.8125,-11.3958333333333,24.7326666514079,340,74.1413758655098,12.896333138148,80.4211332980275
6,0,-53.6875,-6.60416666666666,25.4726667404175,318,65.4053290875795,12.0123332341512,87.9895585737394
3,0,-52.7291666666667,-6.43749999999999,25.4400002161662,307,62.368378918779,12.745000521342,89.3758668447928
4,0,-57.9791666666667,-31.5208333333333,24.6393330891927,150,26.3258320404373,11.5830000241597,46.3913838428331
3,0,-67.2708333333333,-26.6875,10.4479999542236,29,104.927695122532,14.2839998503526,61.2311389758288
4,0,-51.7291666666667,-7.43749999999999,25.4666665395101,296,64.412787373517,13.2246658007304,88.2585967967298
6,0,-42.5625,-5.43749999999999,28.5759998957316,337,95.3987733073521,12.079000155131,77.9894173834413
6,0,-50.1875,-17.1041666666667,24.3473335901896,293,78.3330688096601,11.8823333581289,69.748371198351
7,0,-58.3541666666667,-26.3125,26.8493331273397,162,37.9776612259478,11.1543335914612,50.2356933608137
8,0,-51.5208333333333,-11.6041666666667,27.417999903361,302,83.8312656422695,14.295333703359,79.9515260032692
2,0,-49.6875,-7.02083333333333,26.4853337605794,277,60.902242791067,13.1926670074463,83.5825409912631
3,0,-51.8125,-28.4375,20.8406664530436,197,14.379113348803,10.9410002231598,54.476200771235
5,0,-69.3125,-21.5208333333333,20.096666653951,3,66.5719023448946,12.6716667413712,61.5129456312353
4,0,-51.4791666666667,-18.6458333333333,24.1426661809285,286,74.0577215692647,12.3729998270671,67.4792766797584
1,0,-45.8125,-4.97916666666666,26.707999865214,251,86.352792160903,12.1800001462301,86.2850607250068
6,0,-55.0208333333333,-8.14583333333333,27.0333331425985,342,68.1759992482018,11.6979999542236,81.4397082516197
6,0,-46.1875,-23.8958333333333,25.0083332061768,357,35.7167082877979,8.91909742355347,52.7757255909875
7,0,-43.7291666666667,-22.0208333333333,22.718666712443,230,78.012882215588,10.7083330949148,59.9034059783542
2,0,-54.2708333333333,-13.0208333333333,25.0226656595866,294,84.5291983134774,14.9663334687551,73.4075657762307
5,0,-58.2708333333333,-9.43749999999999,26.4839995702108,312,71.7176925599336,12.1570000648499,83.4271071473729
3,0,-60.7291666666667,-29.1875,25.550666809082,147,51.3778384621968,12.0683331489563,48.0274316474587
10,0,-44.7708333333333,-8.72916666666666,26.6826670964559,168,81.9700661454237,13.6006668408712,81.7544213963619
2,0,-63.3125,-24.5625,27.2606665293376,134,84.5159961607447,12.7056667804718,48.6136593549694
10,0,-58.9375,-15.3958333333333,26.5906667709351,279,70.7479852811279,14.0833339691162,73.9826280589242
1,0,-43.9375,-2.72916666666666,27.5000006357829,403,86.588630832395,10.0219999949137,83.6281627595521
2,0,-59.7291666666667,-11.3125,24.6153332392375,336,77.4002047530961,12.739333709081,80.2629356844481
4,0,-47.4791666666667,-11.1458333333333,25.2953329086304,260,83.1497822660709,12.9906667868296,76.1826532103072
3,0,-54.5625,-11.4791666666667,25.5786663691203,328,82.117670562462,14.1176664829254,75.8687978819903
4,0,-40.1875,-16.3541666666667,24.8859999974569,119,42.2714204018086,10.0336670875549,68.1820287989432
8,0,-51.1041666666667,-17.3541666666667,23.3499997456868,289,76.2126718786968,12.0339999198914,71.4099201934422
1,0,-54.8125,-5.02083333333333,26.1866668065389,332,64.85046159443,10.660666624705,88.5143313762054
10,0,-52.6041666666667,-24.2291666666667,22.3893334070841,195,27.8739615952642,12.0546668370565,62.3044578719673
10,0,-47.2708333333333,-7.35416666666666,26.7533327738444,269,75.6437524743577,12.6639997164408,82.4264376474779
2,0,-48.1041666666667,-2.5625,26.7926667531331,406,74.7523111148799,9.78966665267944,89.2566218540617
3,0,-59.7291666666667,-28.3541666666667,25.7859999338786,149,45.7534504350389,11.2653332153956,47.7182865236916
6,0,-52.9791666666667,-8.22916666666666,25.9553337097168,311,67.739723656538,12.7276668548584,86.3477978666166
5,0,-48.6458333333333,-8.93749999999999,25.2333329518636,279,75.0169940319081,13.2046670913696,85.3455725645555
3,0,-69.3125,-20.9375,19.100666364034,4,78.3228890129776,13.3626664876938,63.5349312925525
8,0,-43.9375,-21.7291666666667,20.2893333435059,290,78.3039507671936,10.4089996814728,60.2233280310349
5,0,-48.1041666666667,-22.0208333333333,23.4113330841064,242,73.5965801183413,11.1990001996358,60.4306089391445
4,0,-43.9375,-4.22916666666666,28.6480000813802,356,93.8305545867504,11.01833375295,81.9572447906034
1,0,-47.5208333333333,-0.812499999999995,27.1120001475016,510,78.4044016625369,8.51933352152506,85.5011332937468
8,0,-43.0625,-19.8541666666667,22.4333333969116,310,84.1888109009227,12.4519999821981,61.7536186596531
9,0,-59.1041666666667,-32.8541666666667,23.7819999059041,120,28.263800068002,11.6196664571762,46.2492701965801
7,0,-57.1458333333333,-17.1875,27.671999613444,216,66.987246058645,11.5989998181661,65.1482841164008
9,0,-66.1875,-26.9375,17.9766669273376,48,110.938073360876,14.0406666596731,54.9321853541003
4,0,-48.6458333333333,-24.3541666666667,20.5226666132609,195,41.1761556269863,10.4170000553131,53.2131191018469
10,0,-49.4375,-9.60416666666666,26.1900002161662,277,76.2152643411406,13.1146669387817,83.3206196967776
9,0,-46.4791666666667,-21.8541666666667,19.9113334019979,309,73.0088658239343,11.7073333660762,59.9392420416777
8,0,-59.0625,-29.7291666666667,25.720666885376,145,37.9196085754821,11.4559998909632,47.0510919485383
3,0,-42.3541666666667,-16.3541666666667,23.6480003992716,194,89.8302363633175,12.3710000514984,69.2820308455089
1,0,-44.8958333333333,-17.5208333333333,24.5239995320638,217,93.9276838279693,13.8343334197998,65.6277678836329
8,0,-45.7708333333333,-6.97916666666666,26.5640001296997,218,79.1109871832794,13.0056667327881,84.8269272994513
1,0,-58.0208333333333,-29.7708333333333,26.0040000279744,155,30.4039824433574,11.721666653951,48.0474942529095
6,0,-44.0208333333333,-11.0208333333333,25.7526661554972,162,89.1663325708039,14.4203334649404,79.5648520562081
4,0,-51.7291666666667,-2.52083333333333,26.7859996159871,360,66.2272728702646,10.1970001856486,86.8273214927429
4,0,-66.2291666666667,-31.0208333333333,25.9146661758423,96,81.6609560795486,14.3909999330839,47.3139147943219
9,0,-56.9791666666667,-23.5625,27.1833333969116,172,37.4292782068422,11.492333094279,56.7466579919913
6,0,-60.4791666666667,-10.5208333333333,25.3679997126261,342,75.0818940892955,12.0916666984558,82.7063446091305
8,0,-62.5625,-15.1875,26.7226661046346,200,67.4985395618041,10.767332871755,71.8780587502444
7,0,-54.5625,-15.6041666666667,23.6559998194377,296,77.5520744972807,14.5666666825612,71.5033682806367
3,0,-58.1875,-20.8958333333333,28.3786665598551,139,51.0812327476743,12.0203327337901,59.8026492818959
1,0,-54.8958333333333,-18.6875,25.1873331069946,251,63.2122889485133,13.0199997425079,68.8888923929835
8,0,-70.5625,-29.6041666666667,7.65266660849253,22,77.1248243366354,8.25766671697299,52.4896161175601
10,0,-63.1458333333333,-17.4375,26.5813334782918,205,48.4664071054204,10.4433330694834,61.8974266260364
2,0,-52.1875,-17.6041666666667,22.6013333002726,314,72.993766972354,12.4803331693014,71.6601567918811
6,0,-55.1041666666667,-28.6041666666667,25.1106669108073,182,9.32159054390506,11.7086663246155,52.2148900023123
2,0,-47.8958333333333,-7.06249999999999,25.8893334070841,283,70.6637764909936,12.231999874115,82.8053100784502
5,0,-68.5625,-16.6041666666667,10.4586664885283,151,91.2912575443578,17.5333334828417,69.301715460758
7,0,-50.4791666666667,-15.6041666666667,26.2086664835612,285,81.7387893674127,12.5803332328796,70.3440730662604
5,0,-62.5208333333333,-15.5625,26.4453337987264,190,65.2927956547813,10.7330005963643,70.6304280911248
4,0,-41.9791666666667,-4.39583333333333,28.0433333714803,384,104.61805244468,11.8929998079936,80.2930028859185
5,0,-45.2708333333333,-7.27083333333333,27.2546675999959,177,78.583820795387,12.5976672172546,81.8455398507183
8,0,-51.0208333333333,-1.8125,26.6873334248861,350,57.3428407088498,10.2196671168009,87.4372492233175
3,0,-44.1458333333333,-19.4375,23.1346667607625,266,87.7674018192135,13.2526670296987,63.5680511381941
5,0,-51.0625,-1.39583333333333,26.7366669972738,329,53.6458769089698,10.381333510081,87.0624961043375
9,0,-62.6875,-16.8958333333333,26.6119998296102,174,52.5331891945469,10.4313335418701,65.7050510380369
3,0,-59.9375,-21.8958333333333,28.5853335062663,91,57.5575722852079,13.3986662228902,58.570840301973
6,0,-42.5625,-18.6041666666667,21.9193331400553,285,81.4164351454779,11.9913334051768,61.9387067036491
9,0,-48.2291666666667,-11.8541666666667,26.016666730245,283,85.0620312375573,12.3973333040873,73.6008869933671
3,0,-61.1875,-19.3958333333333,27.8580004374186,85,57.6359959980038,11.9839998881022,62.7829018233359
