"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"13",0.39716027,0.17798219,0.01359863,0.0889411,0.2259274,0.06154384,"L_longipalpis","bioclim",1,3,36,364,0.105404499735518,0.0350858406333561,0.620383089133089,NA,1.24076617826618,1.06833599036574,0,0.252747252747253,0.10504429578738,"spec_sens",0.09,0.129807692307692,0.953125,0.75,0.502747252747253,0.497252747252747,0.25,0.525,0.0801704105344694,0.221311475409836,0.124423963133641
"14",0.92438609,0.07911459,-1.20418142,0.09187164,0.11930144,-0.73029923,"L_longipalpis","brt",1,3,36,364,0.174757317356997,0.000445979010507196,0.68513431013431,NA,1.37026862026862,1.09643351710252,0,0.373626373626374,0.1575400168492,"spec_sens",0.09,0.164634146341463,0.961864406779661,0.75,0.623626373626374,0.376373626373626,0.25,0.635,0.143594556546222,0.27,0.15606936416185
"15",0.13561141,0.11034885,0.04731506,0.08995859,0.09510805,0.06828208,"L_longipalpis","glm",1,3,36,364,0.115867080675346,0.0204546822659786,0.576694139194139,NA,1.15338827838828,1.06466097163439,0,0.161172161172161,0.104234527687296,"spec_sens",0.09,0.138888888888889,0.928082191780822,0.416666666666667,0.744505494505495,0.255494505494505,0.583333333333333,0.715,0.0847784200385359,0.208333333333333,0.116279069767442
"16",0.77887114,0.5446517,0.34673126,0.0886242,0.6054308,0.47211684,"L_longipalpis","maxent",1,3,36,364,0.237419212362769,1.5680583102953e-06,0.747176434676435,NA,1.49435286935287,1.16993046560359,0,0.388278388278388,0.2816091954023,"spec_sens",0.09,0.15625,0.971153846153846,0.833333333333333,0.554945054945055,0.445054945054945,0.166666666666667,0.58,0.13151364764268,0.263157894736842,0.151515151515152
"17",0.659,0.39023333,0.16586667,0.0911,0.48936667,0.3912,"L_longipalpis","rf",1,3,36,364,0.250417907155368,3.9005175101281e-07,0.747863247863248,NA,1.4957264957265,1.18594108719768,0,0.422161172161172,0.227703039362232,"spec_sens",0.09,0.154929577464789,0.983957219251337,0.916666666666667,0.505494505494505,0.494505494505495,0.0833333333333333,0.5425,0.131301623469097,0.265060240963855,0.152777777777778
"18",0.02877817,0.02864294,0.01738552,0.03581498,0.02872004,0.0281376,"L_longipalpis","svmk",1,3,36,364,0.0906475164659113,0.0701398177592963,0.681013431013431,NA,1.36202686202686,1.06849365255829,0,0.341269841269841,0.147617202634638,"spec_sens",0.09,0.146464646464646,0.965346534653465,0.805555555555556,0.535714285714286,0.464285714285714,0.194444444444444,0.56,0.112724339584594,0.247863247863248,0.141463414634146
"19",0.64817586,0.24817586,-1e-04,0.08955517,0.25507241,0.07576207,"L_longipalpis","bioclim",1,4,37,364,0.0786688905264424,0.115750306869785,0.586241461241461,NA,1.17248292248292,1.10687328252779,0,0.236560736560737,0.108120375834052,"spec_sens",0.0922693266832918,0.137931034482759,0.94273127753304,0.648648648648649,0.587912087912088,0.412087912087912,0.351351351351351,0.593516209476309,0.0888269324597475,0.227488151658768,0.128342245989305
"20",0.26949089,-0.142246,-1.23069392,0.08891246,0.13349876,-0.27986727,"L_longipalpis","brt",1,4,37,364,0.142275103329575,0.00430777065771371,0.650096525096525,NA,1.30019305019305,1.10637651885921,0,0.267745767745768,0.12391277464034,"spec_sens",0.0922693266832918,0.135922330097087,0.953846153846154,0.756756756756757,0.510989010989011,0.489010989010989,0.243243243243243,0.533665835411471,0.0877382936532073,0.230452674897119,0.130232558139535
"21",0.13804385,0.09418607,0.04084738,0.09241644,0.09478028,0.04874301,"L_longipalpis","glm",1,4,37,364,0.0716806720762856,0.151924424238387,0.581897831897832,NA,1.16379566379566,1.05119843460771,0,0.212280962280962,0.0938640709195197,"spec_sens",0.0922693266832918,0.133720930232558,0.938864628820961,0.621621621621622,0.590659340659341,0.409340659340659,0.378378378378378,0.593516209476309,0.08044343776818,0.220095693779904,0.123655913978495
"22",0.75485052,0.4405884,0.2423566,0.08989646,0.60669024,0.44924404,"L_longipalpis","maxent",1,4,37,364,0.192188425085992,0.000107628399427087,0.701811701811702,NA,1.4036234036234,1.13433750890371,0,0.316825066825067,0.190453378956373,"spec_sens",0.0922693266832918,0.132575757575758,0.985401459854015,0.945945945945946,0.370879120879121,0.629120879120879,0.0540540540540541,0.423940149625935,0.0843572381752583,0.232558139534884,0.131578947368421
"23",0.5525,0.4115,0.20586667,0.0924,0.4939,0.33396667,"L_longipalpis","rf",1,4,37,364,0.191378999417247,0.000115211057073975,0.701663201663202,NA,1.4033264033264,1.14819077461987,0,0.373552123552124,0.17169171293752,"spec_sens",0.0922693266832918,0.155,0.970149253731343,0.837837837837838,0.535714285714286,0.464285714285714,0.162162162162162,0.56359102244389,0.125403492154492,0.261603375527426,0.150485436893204
"24",0.02879876,0.02837306,3.271e-05,0.05417398,0.02866299,0.02838637,"L_longipalpis","svmk",1,4,37,364,0.0767150243164458,0.125107796622466,0.671814671814672,NA,1.34362934362934,1.10316494427989,0,0.292545292545292,0.163011120615912,"spec_sens",0.0922693266832918,0.129770992366412,0.97841726618705,0.918918918918919,0.373626373626374,0.626373626373626,0.0810810810810811,0.423940149625935,0.0783993791724289,0.22742474916388,0.128301886792453
"25",0.67798219,0.12318767,-1e-04,0.0889411,0.21222877,0.06154384,"L_longipalpis","bioclim",1,5,36,364,0.0963729277279143,0.0541154225369001,0.593177655677656,NA,1.18635531135531,1.09434784152223,0,0.165140415140415,0.1575400168492,"spec_sens",0.09,0.111553784860558,0.946308724832215,0.777777777777778,0.387362637362637,0.612637362637363,0.222222222222222,0.4225,0.0447440244810189,0.195121951219512,0.108108108108108
"26",1.36550732,-0.68619204,-1.50090525,0.08446703,0.04813619,-0.66084668,"L_longipalpis","brt",1,5,36,364,0.125165098406338,0.012233807087823,0.606379731379731,NA,1.21275946275946,1.1079225011376,0,0.227411477411477,0.113560134163872,"spec_sens",0.09,0.115254237288136,0.980952380952381,0.944444444444444,0.282967032967033,0.717032967032967,0.0555555555555556,0.3425,0.0536164087801368,0.205438066465257,0.114478114478114
"27",0.11583821,0.06623893,0.01537887,0.09017301,0.09901092,0.06978468,"L_longipalpis","glm",1,5,36,364,0.0804131911036728,0.108310793974795,0.5873778998779,NA,1.1747557997558,1.07895089676463,0,0.210927960927961,0.0799849793466015,"spec_sens",0.09,0.112956810631229,0.97979797979798,0.944444444444444,0.266483516483516,0.733516483516483,0.0555555555555556,0.3275,0.0488650024750725,0.201780415430267,0.112211221122112
"28",0.63723041,0.46612401,0.00176788,0.08694779,0.61319812,0.41172452,"L_longipalpis","maxent",1,5,36,364,0.173987738572208,0.000473064411107255,0.676129426129426,NA,1.35225885225885,1.11872379615794,0,0.339438339438339,0.138673557278208,"spec_sens",0.09,0.137931034482759,0.976190476190476,0.888888888888889,0.450549450549451,0.549450549450549,0.111111111111111,0.49,0.0983026874115983,0.238805970149254,0.135593220338983
"29",0.73616667,0.5346,0.13643333,0.0898,0.50693333,0.29126667,"L_longipalpis","rf",1,5,36,364,0.143077742520641,0.0041390414063283,0.649496336996337,NA,1.29899267399267,1.11071689684416,0,0.286935286935287,0.128051818634778,"spec_sens",0.09,0.157142857142857,0.946153846153846,0.611111111111111,0.675824175824176,0.324175824175824,0.388888888888889,0.67,0.124668435013263,0.25,0.142857142857143
"30",0.02912051,0.02818358,0.01772482,0.04942282,0.02867976,0.02488486,"L_longipalpis","svmk",1,5,36,364,0.128909909519523,0.0098541230041178,0.624389499389499,NA,1.248778998779,1.0722573197301,0,0.212759462759463,0.226006191950464,"spec_sens",0.09,0.116104868913858,0.962406015037594,0.861111111111111,0.351648351648352,0.648351648351648,0.138888888888889,0.3975,0.0546795324390053,0.204620462046205,0.113970588235294
