"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",0.67798219,0.12318767,-1e-04,0.0889411,0.21222877,0.06154384,"L_longipalpis","bioclim",1,5,36,364,0.0963729277279143,0.0541154225369001,0.593177655677656,NA,1.18635531135531,1.09434784152223,0,0.165140415140415,0.1575400168492,"spec_sens",0.09,0.111553784860558,0.946308724832215,0.777777777777778,0.387362637362637,0.612637362637363,0.222222222222222,0.4225,0.0447440244810189,0.195121951219512,0.108108108108108
