"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",0.13804385,0.09418607,0.04084738,0.09241644,0.09478028,0.04874301,"L_longipalpis","glm",1,4,37,364,0.0716806720762856,0.151924424238387,0.581897831897832,NA,1.16379566379566,1.05119843460771,0,0.212280962280962,0.0938640709195197,"spec_sens",0.0922693266832918,0.133720930232558,0.938864628820961,0.621621621621622,0.590659340659341,0.409340659340659,0.378378378378378,0.593516209476309,0.08044343776818,0.220095693779904,0.123655913978495
