"","species_name","algorithm","project_model_dir","projections","mask","dismo_threshold","equalized_occ","n_equalized_occ","proc_threshold"
"1","L_longipalpis","rf","C:/layers/future_test","C:/layers/future_test/futtest1-C:/layers/future_test/futtest2",NA,"spec_sens","yes",146,0.5
